,wet_cell_count,diff_topo,diff_no_breach,mean_depth,mean_distance,depth / distance,distance / depth,area (m**2)
w203,828041.0,119846.0,19630.0,-2.0,187.82465574727306,0.01064822928620774,93.91232787363653,2253.895868967277
w0009_1.5,838708.0,130513.0,30297.0,-1.5,398.1485191984215,0.0037674383494377866,265.432346132281,3583.336672785794
w0135,842947.0,134752.0,34536.0,-2.0,370.6482375499256,0.005395951733699,185.3241187749628,4447.7788505991075
w67,824227.0,116032.0,15816.0,-2.0,156.99295710705923,0.012739424983479526,78.49647855352961,1883.9154852847107
w4,825290.0,117095.0,16879.0,-2.0,162.4919746132453,0.012308300177656729,81.24598730662265,1949.9036953589437
w186,821248.0,113053.0,12837.0,-2.0,124.49422122794103,0.0160650026987046,62.24711061397051,1493.9306547352924
w0179,841482.0,133287.0,33071.0,-2.0,370.1496085432272,0.00540322062711687,185.0748042716136,4441.795302518726
w74,825626.0,117431.0,17215.0,-2.0,172.65885148196978,0.011583535873391662,86.32942574098489,2071.906217783637
w0020,840782.0,132587.0,32371.0,-2.0,369.31532869075096,0.005415426451672456,184.65766434537548,4431.783944289012
w0154,842959.0,134764.0,34548.0,-2.0,370.3153794057013,0.00540080188732558,185.15768970285066,4443.784552868416
w0025_1.5,842298.0,134103.0,33887.0,-1.5,383.48142336176005,0.003911532367983739,255.65428224117338,3451.3328102558403
w0156,842700.0,134505.0,34289.0,-2.0,411.9807112884369,0.004854596210937059,205.99035564421845,4943.768535461243
w0186,836537.0,128342.0,28126.0,-2.0,290.15307818239285,0.006892913259885466,145.07653909119642,3481.836938188714
w25,824165.0,115970.0,15754.0,-2.0,130.3274877917385,0.015345956819147563,65.16374389586925,1563.929853500862
w51,829211.0,121016.0,20800.0,-2.0,152.49290701638424,0.013115364111886954,76.24645350819212,1829.9148841966107
w0018_1.5,842224.0,134029.0,33813.0,-1.5,370.48221791354155,0.004048777316351661,246.98814527569436,3334.339961221874
w157,822607.0,114412.0,14196.0,-2.0,130.82776628338294,0.015287274688064666,65.41388314169147,1569.9331954005952
w58,826594.0,118399.0,18183.0,-2.0,177.49189060779722,0.011268120437228246,88.74594530389861,2129.9026872935665
w0002,838613.0,130418.0,30202.0,-2.0,334.317685352871,0.0059823338328303145,167.1588426764355,4011.8122242344525
w0074,841946.0,133751.0,33535.0,-2.0,362.1494321360181,0.005522582178863748,181.07471606800905,4345.7931856322175
w0134,847231.0,139036.0,38820.0,-2.0,434.3126448060454,0.004604977598322417,217.1563224030227,5211.751737672545
w0199,830739.0,122544.0,22328.0,-2.0,240.1551609425487,0.008327949281416657,120.07758047127435,2881.861931310584
w0136,832905.0,124710.0,24494.0,-2.0,267.48737349606085,0.007476988441958936,133.74368674803043,3209.8484819527303
w0116,845711.0,137516.0,37300.0,-2.0,389.98149398834965,0.00512844847981363,194.99074699417483,4679.777927860196
w125,821616.0,113421.0,13205.0,-2.0,109.82794542494912,0.018210301506247323,54.91397271247456,1317.9353450993895
w31,825178.0,116983.0,16767.0,-2.0,159.82626866640047,0.012513587514043308,79.91313433320023,1917.9152239968057
w0118,840636.0,132441.0,32225.0,-2.0,338.48367118562913,0.005908704526261098,169.24183559281457,4061.8040542275494
w0028_1.0,839121.0,130926.0,30710.0,-1.0,372.1488418850329,0.002687096901698616,372.1488418850329,2232.8930513101973
w0152,845458.0,137263.0,37047.0,-2.0,385.4820336737307,0.005188309247358558,192.74101683686536,4625.7844040847685
w0026_1.0,836334.0,128139.0,27923.0,-1.0,395.14830950553505,0.0025306953767595263,395.14830950553505,2370.8898570332103
w180,822259.0,114064.0,13848.0,-2.0,136.3270368853848,0.014670604200702125,68.1635184426924,1635.9244426246178
w0121,839199.0,131004.0,30788.0,-2.0,328.98480118242486,0.006079308201508625,164.49240059121243,3947.817614189098
w0178,834043.0,125848.0,25632.0,-2.0,255.32158546087638,0.007833258580115098,127.66079273043819,3063.8590255305166
w44,820211.0,112016.0,11800.0,-2.0,92.99563166538633,0.02150638652787833,46.49781583269316,1115.947579984636
w15,824100.0,115905.0,15689.0,-2.0,129.16074176430814,0.015484581248763573,64.58037088215407,1549.9289011716978
w85,822770.0,114575.0,14359.0,-2.0,137.49422970157207,0.014546064982806566,68.74711485078603,1649.9307564188648
w0004_1.5,837057.0,128862.0,28646.0,-1.5,328.81823266070256,0.004561790834597071,219.21215510713503,2959.364093946323
w0099,841876.0,133681.0,33465.0,-2.0,350.9837934967111,0.005698268800604154,175.49189674835554,4211.805521960533
w0079,846060.0,137865.0,37649.0,-2.0,394.31388711051744,0.005072101352188604,197.15694355525872,4731.766645326209
w0184,851175.0,142980.0,42764.0,-2.0,491.97752031246904,0.004065226392315126,245.98876015623452,5903.730243749628
w52,825869.0,117674.0,17458.0,-2.0,177.32473105040162,0.011278742610535995,88.66236552520081,2127.8967726048195
w0158,844229.0,136034.0,35818.0,-2.0,380.4830565433299,0.005256475855114031,190.24152827166495,4565.796678519959
w0081,842539.0,134344.0,34128.0,-2.0,400.6489153074593,0.004991901696439621,200.32445765372964,4807.7869836895115
w0101,839862.0,131667.0,31451.0,-2.0,322.31783324546797,0.006205055363712555,161.15891662273398,3867.813998945616
wd_last0050,811150.0,102955.0,2739.0,-1.411486340422969,158.99162725928232,0.008877740071941826,112.64127941304665,224.41451011809716
wd_last0005,813848.0,105653.0,5437.0,-1.8342100881832493,294.98446566763005,0.00621798874741398,160.82370692869029,541.0634827849124
wd_last0007,815321.0,107126.0,6910.0,-0.4632819603121155,550.9709850283216,0.0008408463837497747,1189.2778744441712,255.25491801901805
wd_last0048,815927.0,107732.0,7516.0,-1.7075292125649062,426.97751471496883,0.003999108041332754,250.05575985057337,729.0765794841714
wd_last0020,819161.0,110966.0,10750.0,-2.0197243432287104,621.9672462568426,0.0032473162459662084,307.9466009022658,1256.202387955871
wd_last0023,811228.0,103033.0,2817.0,-1.153240873619119,178.99057408347613,0.006443025726490381,155.20658188411673,206.41924602561568
wd_last0013,812345.0,104150.0,3934.0,-0.6037839875394867,295.9844130090791,0.002039918188262725,490.21573794174543,178.7106491361561
wd_last0015,809525.0,101330.0,1114.0,-0.5520896587093425,89.9952607136594,0.00613465258427266,163.0084159229634,49.68545277286252
wd_last0033,816435.0,108240.0,8024.0,-1.8011019923770812,458.97582963415766,0.003924176124509021,254.83056016633722,826.6622812070052
wd_last0019,812023.0,103828.0,3612.0,-1.520256767629797,199.989468249119,0.007601684133366828,131.5497963945385,304.03534256040757
wd_last0022,810907.0,102712.0,2496.0,-0.4686819946593567,189.9899948370221,0.002466877242990628,405.3707993948198,89.0448897455364
wd_last0004,808959.0,100764.0,548.0,-0.2994086665331499,39.99789365078125,0.007485610846092686,133.5896322371576,11.975716002115158
wd_last0027,809862.0,101667.0,1451.0,-1.0277349083895082,92.99510273561295,0.011051494951421048,90.48549579904714,95.57431339065808
wd_last0037,809396.0,101201.0,985.0,-1.116195421469493,50.99731440432721,0.021887337294270965,45.688517819924634,56.922968845350255
wd_last0044,816383.0,108188.0,7972.0,-0.6630318989939159,584.9691946304084,0.0011334475474607318,882.2640291033362,387.8532359687413
wd_last0045,813826.0,105631.0,5415.0,-1.798770759708739,300.9841497163244,0.005976297294738174,167.32768647243321,541.4014876455217
wd_last0017,815977.0,107782.0,7566.0,-1.134330815826616,488.9742498704484,0.0023198170785622193,431.06847054500605,554.6585597737534
wd_last0025,816518.0,108323.0,8107.0,-1.688215231439774,479.97472379980053,0.003517300282137223,284.308964201478,810.3006394249219
wd_last0038,808912.0,100717.0,501.0,-1.2166590552798395,31.998314919188825,0.03802259770092551,26.300149397095478,38.93103960012707
wd_last0034,815727.0,107532.0,7316.0,-0.5537850625823979,557.9706164184649,0.0009924986124485668,1007.5580836661593,308.99579273243876
wd_last0029,809474.0,101279.0,1063.0,-1.3558971721184023,59.996840474975066,0.022599476262153383,44.24881304327693,81.3495463360576
wd_last0041,811524.0,103329.0,3113.0,-0.9789983401004824,210.98888900266496,0.0046400468988114195,215.51506306028006,206.55777211325392
wd_last0040,816498.0,108303.0,8087.0,-0.9066468025826204,564.9702478062146,0.0016047691114764707,623.1426021653348,512.2284687278152
wd_last0018,810146.0,101951.0,1735.0,-0.711526047102989,111.99410222075133,0.00635324568878191,157.399862839513,79.68672085197927
wd_last0006,814014.0,105819.0,5603.0,-1.0265124723198322,371.9804109448454,0.002759587446318608,362.3730066369294,381.84253129354045
wd_last0039,816281.0,108086.0,7870.0,-1.2171875380307908,510.9730913799339,0.002382097136942484,419.79816208651323,621.950079096724
wd_last0043,809180.0,100985.0,769.0,-0.4766928501723239,61.996735157873175,0.007688999250661138,130.05593672206626,29.55340038378528
wd_last0047,811068.0,102873.0,2657.0,-0.6256876899910025,193.9897842028183,0.0032253641219418014,310.0425137109664,121.37701995971446
wd_last0016,815163.0,106968.0,6752.0,-0.0819183173119528,616.9675095519909,0.00013277573947360297,7531.496370982812,50.54094021864526
wd_last0001,818074.0,109879.0,9663.0,-1.507009104742847,599.9684047497507,0.0025118141102303993,398.118633033825,904.1578485159159
wd_last0003,813931.0,105736.0,5520.0,-0.8314236016957548,378.98004233498875,0.0021938453449241034,455.82064493000763,315.092951768966
wd_last0046,809072.0,100877.0,661.0,-0.8439995280964345,39.99789365078125,0.02110109935951463,47.39089575203072,33.75820336611075
wd_last0030,818545.0,110350.0,10134.0,-1.5844800684043676,614.9676148690928,0.0025765260317677924,388.1195018681357,974.403928474251
wd_last0008,817426.0,109231.0,9015.0,-1.833219721357088,513.9729334018874,0.0035667631546730705,280.3662471083421,942.2253177560932
wd_last0028,817489.0,109294.0,9078.0,-1.8805491723739736,519.9726174505818,0.0036166311633760236,276.5004101403938,977.8340754038203
wd_last0026,811078.0,102883.0,2667.0,-1.6686609627030418,153.99189055203706,0.010836031408674514,92.28470851417752,256.9602563370236
wd_last0011,812362.0,104167.0,3951.0,-1.630977318284252,220.9883624171555,0.007380376506910745,135.49444246694358,360.4270067071607
wd_last0036,817001.0,108806.0,8590.0,-0.9626830068975702,594.968668044899,0.0016180398373934572,618.0317547749171,572.7662263633057
wd_last0031,809341.0,101146.0,930.0,-0.1067663872751732,79.99578729916888,0.0013346501219606403,749.2600371781111,8.540861207165445
wd_last0002,813879.0,105684.0,5468.0,-0.3520789646152435,446.97646153916264,0.0007876901691933848,1269.5346966485895,157.3710097860936
wd_last0010,812264.0,104069.0,3853.0,-0.2675612216359117,331.98251729406417,0.000805949734391919,1240.7721689423845,88.82564788896498
wd_last0042,811736.0,103541.0,3325.0,-1.4886965775114107,195.98967888571642,0.007595790686403874,131.65186368154608,291.76916418472643
wd_last0021,810983.0,102788.0,2572.0,-0.744370118030188,181.9904161078233,0.004090161086225405,244.4891482068369,135.46822751854347
wd_last0009,816096.0,107901.0,7685.0,-1.0054517986581724,515.9728280847855,0.0019486526110110488,513.1751007590598,518.7858080565916
wd_last0012,809698.0,101503.0,1287.0,-1.1811333068670828,75.9959979357663,0.01554204614650111,64.34159251451742,89.76140435053564
wd_last0032,816638.0,108443.0,8227.0,-1.1092443769426714,550.9709850283216,0.00201325370497623,496.70838679112563,611.1614670012306
wd_last0049,814802.0,106607.0,6391.0,-1.0891288006609288,423.97767269062166,0.002568835273209471,389.28148115570383,461.7662941645486
wd_last0035,810972.0,102777.0,2561.0,-1.0907091828607134,157.99167991783327,0.006903586210539432,144.8522506278461,172.3229761019713
wd_last0024,817184.0,108989.0,8773.0,-1.5102558282030902,526.9722488383316,0.002865911500145082,348.92912776593994,795.8629101093794
wd_last0014,816237.0,108042.0,7826.0,-1.4569936314071923,470.9751977291527,0.0030935676409972585,323.25137706626475,686.2078636421186
w0031_1.5,833436.0,125241.0,25025.0,-1.5,300.15252983317373,0.004997459127976391,200.10168655544916,450.2287947497606
w0015_1.5,832575.0,124380.0,24164.0,-1.5,286.6531828690284,0.005232804272350775,191.1021219126856,429.9797743035426
w0027_1.5,845333.0,137138.0,36922.0,-1.5,453.4792782039856,0.0033077586388087724,302.31951880265706,680.2189173059784
w0001_1.5,843555.0,135360.0,35144.0,-1.5,427.14704050302754,0.0035116712929429,284.764693668685,640.7205607545413
w0010_1.5,820497.0,112302.0,12086.0,-1.5,146.99344569140928,0.010204536623687463,97.99563046093952,220.4901685371139
w0013_1.5,830886.0,122691.0,22475.0,-1.5,254.65601710816608,0.0058902986743991585,169.7706780721107,381.9840256622491
w0016_1.5,829318.0,121123.0,20907.0,-1.5,209.48991410952854,0.007160249248160694,139.6599427396857,314.2348711642928
w0021_1.5,830409.0,122214.0,21998.0,-1.5,246.3210760142808,0.006089612891724439,164.2140506761872,369.4816140214212
w0006_1.5,837447.0,129252.0,29036.0,-1.5,336.1510161871434,0.0044622801293717155,224.1006774580956,504.2265242807151
w0029_1.5,831707.0,123512.0,23296.0,-1.5,241.82257597837148,0.006202894803891922,161.21505065224764,362.7338639675572
w0003_1.5,842131.0,133936.0,33720.0,-1.5,412.48088120947597,0.003636532184477743,274.98725413965064,618.721321814214
w0014_1.5,829470.0,121275.0,21059.0,-1.5,224.15609732355787,0.006691765327421929,149.43739821570526,336.2341459853368
w0011_1.5,833992.0,125797.0,25581.0,-1.5,284.15335852187746,0.0052788395949383525,189.4355723479183,426.2300377828162
w0002_1.5,836184.0,127989.0,27773.0,-1.5,308.31781316284236,0.004865109753511887,205.54520877522825,462.4767197442635
w0019_1.5,843616.0,135421.0,35205.0,-1.5,389.64864004119545,0.0038496220590976864,259.7657600274636,584.4729600617932
w0012_1.5,839940.0,131745.0,31529.0,-1.5,357.9835173044184,0.004190137052384022,238.6556782029456,536.9752759566276
w0020_1.5,839525.0,131330.0,31114.0,-1.5,344.1505056427243,0.004358558175582654,229.43367042848286,516.2257584640864
w0023_1.5,828526.0,120331.0,20115.0,-1.5,239.1553025757779,0.0062720750234033186,159.43686838385193,358.73295386366686
w0008_1.5,833209.0,125014.0,24798.0,-1.5,252.48821671984558,0.005940871298815348,168.32547781323038,378.7323250797684
w0005_1.5,847031.0,138836.0,38620.0,-1.5,474.64484636428205,0.0031602576357666274,316.429897576188,711.967269546423
w0017_1.5,839762.0,131567.0,31351.0,-1.5,341.8166356449058,0.004388317722365819,227.87775709660386,512.7249534673587
w0007_1.5,835636.0,127441.0,27225.0,-1.5,314.151793538862,0.0047747618535064745,209.434529025908,471.22769030829306
w0009_1.5,838708.0,130513.0,30297.0,-1.5,398.1485191984215,0.0037674383494377866,265.432346132281,597.2227787976323
w0025_1.5,842298.0,134103.0,33887.0,-1.5,383.48142336176005,0.003911532367983739,255.65428224117338,575.22213504264
w0018_1.5,842224.0,134029.0,33813.0,-1.5,370.48221791354155,0.004048777316351661,246.98814527569436,555.7233268703123
w0004_1.5,837057.0,128862.0,28646.0,-1.5,328.81823266070256,0.004561790834597071,219.21215510713503,493.2273489910539
w0004_1.0,834932.0,126737.0,26521.0,-1.0,410.81497701860013,0.0024341858401981382,410.81497701860013,410.81497701860013
w0011_1.0,834457.0,126262.0,26046.0,-1.0,306.6525466676985,0.003261019713896724,306.6525466676985,306.6525466676985
w0006_1.0,825062.0,116867.0,16651.0,-1.0,205.15791722593596,0.004874293975692499,205.15791722593596,205.15791722593596
w0022_1.0,822323.0,114128.0,13912.0,-1.0,175.3253764452531,0.0057036808947748575,175.3253764452531,175.3253764452531
w0007_1.0,834789.0,126594.0,26378.0,-1.0,334.9846696015546,0.0029852112372468977,334.9846696015546,334.9846696015546
w0012_1.0,828586.0,120391.0,20175.0,-1.0,230.9902298866635,0.004329187431393332,230.9902298866635,230.9902298866635
w0017_1.0,833938.0,125743.0,25527.0,-1.0,347.98360880293586,0.0028736985728724453,347.98360880293586,347.98360880293586
w0019_1.0,836518.0,128323.0,28107.0,-1.0,344.6495009350961,0.0029014984710171348,344.6495009350961,344.6495009350961
w0005_1.0,831143.0,122948.0,22732.0,-1.0,319.652388081025,0.0031283983392187942,319.652388081025,319.652388081025
w0030_1.0,833542.0,125347.0,25131.0,-1.0,298.9857976754911,0.0033446404738106178,298.9857976754911,298.9857976754911
w0002_1.0,834921.0,126726.0,26510.0,-1.0,346.4841086854041,0.002886135251033883,346.4841086854041,346.4841086854041
w0018_1.0,839690.0,131495.0,31279.0,-1.0,374.9826136348266,0.0026667903087737315,374.9826136348266,374.9826136348266
w0020_1.0,829500.0,121305.0,21089.0,-1.0,276.1545811556453,0.003621160278476001,276.1545811556453,276.1545811556453
w0014_1.0,820263.0,112068.0,11852.0,-1.0,157.32602126874062,0.006356227608984171,157.32602126874062,157.32602126874062
w0013_1.0,824598.0,116403.0,16187.0,-1.0,176.6588643605601,0.0056606273544191005,176.6588643605601,176.6588643605601
w0050_1.0,838398.0,130203.0,29987.0,-1.0,378.3164238463292,0.0026432899471639025,378.3164238463292,378.3164238463292
w0001_1.0,830323.0,122128.0,21912.0,-1.0,277.65328724231045,0.0036016141207335724,277.65328724231045,277.65328724231045
w0010_1.0,825964.0,117769.0,17553.0,-1.0,237.98929627404524,0.004201869645635229,237.98929627404524,237.98929627404524
w0016_1.0,833315.0,125120.0,24904.0,-1.0,299.1523030602715,0.0033427788780838025,299.1523030602715,299.1523030602715
w0009_1.0,827780.0,119585.0,19369.0,-1.0,234.3223324373329,0.004267625665886711,234.3223324373329,234.3223324373329
w0003_1.0,835553.0,127358.0,27142.0,-1.0,344.3167750018387,0.002904302295450635,344.3167750018387,344.3167750018387
w0015_1.0,831359.0,123164.0,22948.0,-1.0,283.15473466325386,0.003531637926483078,283.15473466325386,283.15473466325386
w0024_1.0,830751.0,122556.0,22340.0,-1.0,298.4859326334983,0.003350241638448902,298.4859326334983,298.4859326334983
w0028_1.0,839121.0,130926.0,30710.0,-1.0,372.1488418850329,0.002687096901698616,372.1488418850329,372.1488418850329
w0026_1.0,836334.0,128139.0,27923.0,-1.0,395.14830950553505,0.0025306953767595263,395.14830950553505,395.14830950553505
wd0028,819020.0,110825.0,10609.0,-1.2181082056506545,559.9717250907779,0.002175303057405595,459.7060609994562,682.106153265429
wd0041,817207.0,109012.0,8796.0,-0.4959755338480185,582.9705638000258,0.0008507728599795154,1175.401857581679,289.1391365983982
wd0006,813364.0,105169.0,4953.0,-0.3683308324175336,377.9809144351982,0.0009744693934293367,1026.1994955847883,139.2220248518571
wd0014,809754.0,101559.0,1343.0,-0.5467744270750329,75.99616268976307,0.007194763626515121,138.98997269551205,41.55275831459619
wd0013,810677.0,102482.0,2266.0,-0.2281516815837713,162.9917699807458,0.0013997742438819018,714.4009145551685,37.18684640542241
wd0043,809835.0,101640.0,1424.0,-1.2253440545216274,57.99707152652409,0.021127688386149545,47.331254689252205,71.06636677469186
wd0033,817886.0,109691.0,9475.0,-0.5623911924720125,599.969705454063,0.000937365982581386,1066.8191705081167,337.41767809739264
wd0021,809226.0,101031.0,815.0,-1.3684394823770964,28.998535764458648,0.04718995102001981,21.190952276592977,39.68274127120951
wd0019,819152.0,110957.0,10741.0,-1.820762623232616,501.97465356425386,0.003627200318391284,275.6947265717915,913.9766870199345
wd0039,819447.0,111252.0,11036.0,-1.208868659097532,582.9705638000258,0.0020736358474391266,482.24474959524247,704.7348437542695
wd0018,811486.0,103291.0,3075.0,-1.1148540120925106,147.9925273451122,0.00753317773601311,132.74610463780775,164.9900628704089
wd0042,812070.0,103875.0,3659.0,-1.4638137564356364,158.99197194633186,0.009206840688344632,108.61489123689807,232.73463569786935
wd0040,814067.0,105872.0,5656.0,-0.3381674526014433,428.978339399703,0.000788308922717783,1268.5382230006842,145.06651225599492
wd0020,810539.0,102344.0,2128.0,-0.6708930483278079,119.99394108985533,0.005591057700366902,178.85703449892443,80.50310091864044
wd0038,815665.0,107470.0,7254.0,-0.3638823983375137,519.9737447274929,0.0006998091769579956,1428.9609695415909,189.20929330397823
wd0009,810979.0,102784.0,2568.0,-1.160376238861174,119.99394108985533,0.009670290252340716,103.40951242471215,139.2381180479756
wd0010,812272.0,104077.0,3861.0,-0.874941392265652,219.9888920004613,0.003977207141276103,251.43271760272108,192.47738744986177
wd0047,809506.0,101311.0,1095.0,-1.2860266212111024,34.99823281727617,0.03674547306217934,27.214236657338354,45.00865909836119
wd0023,813940.0,105745.0,5529.0,-1.067714292301596,311.98424683505976,0.0034223339900430185,292.19824918006617,333.1100393187423
wd0011,818495.0,110300.0,10084.0,-1.563555866973702,486.975410926227,0.0032107491094875186,311.45379657509716,761.4132608256317
wd0034,813848.0,105653.0,5437.0,-1.3306147678672675,283.98566058219615,0.004685499842278612,213.42440159248594,377.8755138332115
wd0026,818095.0,109900.0,9684.0,-0.8458568728953835,541.9726339275389,0.0015607003378854613,640.7379916088602,458.4312773288225
wd0015,814560.0,106365.0,6149.0,-0.6428570547280693,405.97950069045504,0.00158347171134196,631.5237543160908,260.98678609383813
wd0025,814315.0,106120.0,5904.0,-0.4206890002754347,429.97828890890474,0.0009783959123679427,1022.0811303062075,180.88713650122918
wd0050,812358.0,104163.0,3947.0,-1.2916267487538051,198.98995230961697,0.006490914409306998,154.06149841787314,257.0207451363453
wd0030,812478.0,104283.0,4067.0,-0.747411416151145,240.98783169130564,0.003101448778162977,322.42995823142735,180.11705655959253
wd0037,811350.0,103155.0,2939.0,-0.7575063519128621,158.99197194633186,0.0047644314529827975,209.8886320158819,120.43742865249796
wd0007,810055.0,101860.0,1644.0,-1.5096653594065317,59.99697054492766,0.02516235979408403,39.741900528547085,90.57534810101131
wd0036,813934.0,105739.0,5523.0,-1.9276365516586695,240.98783169130564,0.007998895787102991,125.01725570826271,464.53695287312826
wd0022,811564.0,103369.0,3153.0,-0.6037377314502688,191.99030574520447,0.003144626126339449,318.0028276251923,115.91179165105325
wd0002,812192.0,103997.0,3781.0,-0.0767000635833665,333.98313603510593,0.00022965250429681677,4354.4049435121315,25.61652776966477
wd0017,811843.0,103648.0,3432.0,-1.8495024413581036,120.99389059905712,0.015285915943366783,65.41969769459206,223.77849605237145
wd0005,814429.0,106234.0,6018.0,-1.805823810142828,284.9856100913979,0.0063365438330857515,157.81473723555433,514.6338002511266
wd0012,820755.0,112560.0,12344.0,-1.8326974909710445,613.9689985804949,0.0029850000492016165,335.00836968745284,1125.219443232478
wd0024,813268.0,105073.0,4857.0,-0.4942891358316079,343.9826311271238,0.0014369595761622514,695.9138006308724,170.02687748090875
wd0044,810035.0,101840.0,1624.0,-0.3562676073005719,114.9941935462396,0.003098135621580887,322.7747659057383,40.96870618817765
wd0029,817431.0,109236.0,9020.0,-0.7894935724154979,522.9735932550982,0.0015096241619037072,662.416530707188,412.884290417937
wd0004,816042.0,107847.0,7631.0,-0.6256147078173125,500.9747040550521,0.0012487950045249466,800.7719412526073,313.41714310126605
wd0031,809885.0,101690.0,1474.0,-0.7258911089748631,85.99565778178095,0.008441020485206993,118.46908815735185,62.42348339423979
wd0001,814121.0,105926.0,5710.0,-0.6672289168498641,360.981772781161,0.001848372874090682,541.0163793341513,240.8574772553178
wd0048,813766.0,105571.0,5355.0,-1.258909896144226,293.9851556718208,0.004282222662798534,233.5235878057953,370.10082179475603
wd0046,815814.0,107619.0,7403.0,-0.7194299778186025,451.97717810895085,0.0015917396113420159,628.2434594668956,325.16593122143706
wd0049,809166.0,100971.0,755.0,-0.3816939226446603,45.99767741849584,0.008298112949746018,120.50932616319801,17.55703392640939
wd0003,810489.0,102294.0,2078.0,-1.6711181346194626,73.9962636737527,0.02258381777203471,44.27949295793065,123.6564981192915
wd0027,816988.0,108793.0,8577.0,-0.876040580329635,486.975410926227,0.0017989421245384982,555.8822523301246,426.6102215940744
wd0045,815952.0,107757.0,7541.0,-0.763153488090995,458.9768246733634,0.0016627277175358533,601.4213809354129,350.26976470240635
wd0016,813144.0,104949.0,4733.0,-0.4480750182067597,353.98212621914166,0.001265812551025154,790.006386956838,158.6105476505094
wd0032,814011.0,105816.0,5600.0,-0.8406850576829783,344.98258063632557,0.002436891323997641,410.3588822990812,290.0217007018721
wd0035,812142.0,103947.0,3731.0,-1.5624718532208548,171.9913155635619,0.009084597371100523,110.07642487064437,268.7315895664914
wd0008,819748.0,111553.0,11337.0,-1.6983171904968026,551.9721290171636,0.0030768169282764514,325.0112123376065,937.423755384968
